ID,Avg_Temperature,Radiation,Rain_Amount,Wind_Speed,Wind_Direction
85566,26.57,21.31,8.68,12.01,134.1
85567,26.39,21.27,9.43,10.32,133.82
85568,26.52,21.12,9.54,10.16,121.78
85569,26.6,20.94,9.83,10.17,114.52
85570,26.64,20.79,10.39,10.02,116.07
85571,26.69,20.74,10.57,9.86,116.29
85572,26.76,20.96,9.65,9.84,111.52
85573,26.57,21.16,8.89,10.21,103.51
85574,26.67,21.54,9.12,10.58,121.86
85575,26.61,21.93,8.66,10.94,135.48
85576,26.61,22.04,8.04,10.35,147.57
85577,26.82,22.21,6.94,9.86,148.9
85578,26.96,22.35,5.93,10.18,144.89
85579,27.22,22.28,5.25,9.38,132.75
85580,27.34,22.12,5.26,9.61,113.24
85581,26.85,21.78,6.1,9.87,92.58
85582,25.78,21.41,7.16,9.2,89.36
85583,26.08,21.38,6.38,10.42,110.26
85584,27.12,21.67,8.93,8.59,168.49
85585,26.76,21.85,7.46,8.96,157.33
85586,26.37,21.93,7.29,12.7,114.81
85587,26.38,21.91,6.97,13.21,126.67
85588,26.78,21.97,6.18,10.53,132.86
85589,26.9,21.62,6.92,11.04,119.35
85590,26.85,21.33,8.15,10.73,118.78
85591,26.7,21.11,9.48,10.57,121.02
85592,26.68,21.05,10.2,10.46,128.68
85593,26.83,21.2,10.22,10.37,142.67
85594,26.95,21.51,10.23,9.96,160.48
85595,27.01,21.8,10.53,9.8,170.76
85596,27.11,22.28,9.99,10.68,175.07
85597,27.15,22.31,9.78,10.81,167.51
85598,27.17,22.21,9.63,10.44,155.2
85599,27.16,22.14,9.7,10.17,145.78
85600,27.09,22.05,10.36,10.0,143.96
85601,27.08,21.94,11.03,9.85,148.02
85602,27.13,21.82,11.75,9.69,161.84
85603,27.13,21.74,12.07,9.37,177.27
85604,27.16,22.02,10.65,10.02,167.21
85605,27.3,22.5,9.23,11.2,171.06
85606,27.26,22.42,9.22,10.35,196.3
85607,27.46,22.33,9.13,10.03,203.75
85608,27.56,22.2,9.44,10.11,200.88
85609,27.55,22.05,9.8,10.02,196.07
85610,27.52,21.97,9.93,10.0,192.49
85611,27.53,22.06,9.67,10.1,191.53
85612,27.52,22.34,9.14,10.24,192.57
85613,27.46,22.62,8.76,10.39,192.88
85614,27.24,22.5,9.33,10.16,184.23
85615,27.49,22.49,9.88,10.02,192.13
85616,27.71,22.55,9.81,10.59,204.1
85617,27.86,22.75,9.45,10.88,236.81
85618,27.92,22.63,9.45,10.97,247.38
85619,27.96,22.59,9.48,10.86,254.85
85620,27.97,22.45,10.05,10.68,254.0
85621,27.93,22.48,11.31,10.36,236.08
85622,28.09,22.41,10.81,10.47,240.65
85623,28.13,22.45,10.27,10.58,236.97
85624,28.21,22.53,10.45,10.62,237.19
85625,28.27,22.56,10.64,10.67,241.45
85626,28.31,22.56,10.65,10.73,244.34
85627,28.35,22.5,10.62,10.76,248.97
85628,28.39,22.4,10.58,10.74,252.93
85629,28.41,22.32,10.5,10.71,253.87
85630,28.45,22.32,10.29,10.71,254.49
85631,28.51,22.39,9.93,10.71,254.88
85632,28.58,22.47,9.54,10.74,255.25
85633,28.65,22.52,9.35,10.73,253.49
85634,28.7,22.59,9.08,10.72,251.19
85635,28.74,22.68,8.82,10.73,249.54
85636,28.76,22.64,8.83,10.74,248.57
85637,28.78,22.63,8.76,10.79,248.99
85638,28.81,22.63,8.65,10.83,250.0
85639,28.84,22.62,8.52,10.85,250.92
85640,28.86,22.61,8.4,10.85,250.99
85641,28.91,22.62,8.23,10.85,251.18
85642,28.96,22.65,8.13,10.8,250.35
85643,29.0,22.71,8.03,10.82,251.32
85644,29.06,22.78,7.97,10.74,249.32
85645,29.12,22.87,7.83,10.67,246.73
85646,29.19,22.97,7.71,10.67,245.19
85647,29.25,23.04,7.65,10.69,244.63
85648,29.3,23.09,7.62,10.74,245.0
85649,29.33,23.1,7.6,10.8,245.96
85650,29.35,23.08,7.58,10.81,246.69
85651,29.39,23.05,7.57,10.8,247.52
85652,29.43,23.02,7.54,10.79,247.9
85653,29.47,23.02,7.48,10.78,247.43
85654,29.5,23.05,7.35,10.76,245.66
85655,29.53,23.06,7.25,10.78,245.24
85656,29.56,23.07,7.13,10.8,244.42
85657,29.58,23.09,6.99,10.83,243.45
85658,29.61,23.12,6.85,10.85,242.96
85659,29.64,23.17,6.68,10.88,242.7
85660,29.68,23.24,6.5,10.92,242.74
85661,29.72,23.34,6.3,10.96,243.14
85662,29.76,23.43,6.11,11.0,243.87
85663,29.8,23.49,5.97,11.02,244.58
85664,29.84,23.52,5.89,11.01,244.9
85665,29.88,23.54,5.84,10.99,244.2
85666,29.9,23.56,5.77,10.97,243.0
85667,29.93,23.59,5.67,10.98,242.14
85668,29.95,23.62,5.57,11.0,241.64
85669,29.98,23.67,5.46,11.03,241.41
85670,30.0,23.72,5.34,11.07,241.18
85671,30.03,23.79,5.21,11.12,240.87
85672,30.06,23.85,5.11,11.16,240.58
85673,30.09,23.91,5.02,11.2,241.35
85674,30.13,23.95,4.96,11.22,242.16
85675,30.15,23.97,4.95,11.23,241.94
85676,30.18,24.0,4.91,11.25,241.83
85677,30.2,24.02,4.87,11.27,242.08
85678,30.23,24.05,4.84,11.29,242.42
85679,30.25,24.07,4.8,11.3,242.44
85680,30.28,24.1,4.75,11.31,242.08
85681,30.3,24.14,4.69,11.31,241.45
85682,30.32,24.18,4.62,11.32,240.76
85683,30.34,24.22,4.56,11.34,240.18
85684,30.36,24.26,4.5,11.37,239.72
85685,30.38,24.29,4.44,11.41,239.56
85686,30.4,24.31,4.39,11.45,239.74
85687,30.42,24.34,4.35,11.48,240.08
85688,30.43,24.36,4.3,11.5,240.44
85689,30.45,24.38,4.24,11.52,240.72
85690,30.47,24.4,4.18,11.54,240.84
85691,30.48,24.43,4.12,11.56,240.83
85692,30.5,24.46,4.05,11.58,240.67
85693,30.51,24.48,3.99,11.59,240.34
85694,30.53,24.51,3.93,11.61,239.94
85695,30.54,24.54,3.88,11.64,239.55
85696,30.55,24.56,3.84,11.66,239.15
85697,30.56,24.58,3.8,11.68,239.05
85698,30.57,24.61,3.77,11.7,239.0
85699,30.59,24.63,3.74,11.72,238.94
85700,30.6,24.65,3.72,11.73,238.89
85701,30.61,24.66,3.7,11.74,238.76
85702,30.62,24.68,3.68,11.75,238.45
85703,30.63,24.7,3.67,11.76,237.97
85704,30.64,24.71,3.65,11.77,237.47
85705,30.65,24.73,3.63,11.79,237.41
85706,30.65,24.74,3.62,11.81,237.37
85707,30.66,24.76,3.6,11.82,237.26
85708,30.67,24.77,3.58,11.84,237.14
85709,30.68,24.78,3.57,11.85,236.97
85710,30.68,24.79,3.56,11.86,236.77
85711,30.69,24.8,3.55,11.87,236.55
85712,30.7,24.81,3.53,11.89,236.47
85713,30.7,24.82,3.52,11.9,236.34
85714,30.71,24.84,3.51,11.91,236.28
85715,30.71,24.85,3.5,11.92,236.21
85716,30.72,24.86,3.48,11.93,236.13
85717,30.72,24.86,3.47,11.94,236.03
85718,30.73,24.87,3.46,11.95,235.88
85719,30.73,24.88,3.46,11.95,235.67
85720,30.74,24.89,3.45,11.96,235.43
85721,30.74,24.89,3.44,11.97,235.2
85722,30.74,24.9,3.44,11.97,235.0
85723,30.74,24.9,3.43,11.98,234.82
85724,30.75,24.91,3.43,11.99,234.65
85725,30.75,24.92,3.42,11.99,234.48
85726,30.75,24.92,3.41,12.0,234.32
85727,30.75,24.93,3.41,12.01,234.16
85728,30.75,24.93,3.4,12.01,234.02
85729,30.76,24.94,3.4,12.02,233.9
85730,30.76,24.94,3.4,12.02,233.78
85731,30.76,24.95,3.4,12.02,233.66
85732,30.76,24.95,3.4,12.03,233.52
85733,30.76,24.95,3.4,12.03,233.34
85734,30.76,24.96,3.4,12.03,233.15
85735,30.76,24.96,3.41,12.03,232.95
85736,30.76,24.96,3.41,12.03,232.76
85737,30.76,24.96,3.42,12.03,232.57
85738,30.76,24.97,3.42,12.03,232.4
85739,30.76,24.97,3.43,12.03,232.24
85740,30.77,24.97,3.43,12.03,232.11
85741,30.77,24.97,3.44,12.03,232.0
85742,30.77,24.97,3.44,12.04,231.91
85743,30.77,24.98,3.44,12.04,231.82
85744,30.77,24.98,3.45,12.04,231.73
85745,30.77,24.98,3.45,12.04,231.64
85746,30.77,24.98,3.45,12.04,231.53
85747,30.77,24.98,3.46,12.04,231.41
85748,30.77,24.98,3.46,12.03,231.28
85749,30.76,24.98,3.47,12.03,231.13
85750,30.76,24.98,3.47,12.03,230.96
85751,30.76,24.98,3.48,12.03,230.79
85752,30.76,24.99,3.48,12.02,230.63
85753,30.76,24.99,3.49,12.02,230.48
85754,30.76,24.99,3.49,12.02,230.36
85755,30.76,24.99,3.49,12.02,230.26
85756,30.76,24.99,3.5,12.02,230.16
85757,30.76,24.99,3.5,12.02,230.06
85758,30.75,24.99,3.5,12.01,229.97
85759,30.75,24.99,3.51,12.01,229.86
85760,30.75,24.99,3.51,12.01,229.75
85761,30.75,24.99,3.52,12.01,229.63
85762,30.75,24.99,3.52,12.0,229.5
85763,30.75,24.99,3.53,12.0,229.37
85764,30.75,24.99,3.53,11.99,229.25
85765,30.74,24.99,3.54,11.99,229.13
85766,30.74,25.0,3.55,11.99,229.02
85767,30.74,25.0,3.55,11.98,228.92
85768,30.74,25.0,3.56,11.98,228.83
85769,30.74,25.0,3.56,11.98,228.75
85770,30.74,25.0,3.57,11.98,228.67
85771,30.74,25.0,3.58,11.97,228.59
85772,30.74,25.0,3.58,11.97,228.5
85773,30.73,25.0,3.59,11.97,228.42
85774,30.73,25.0,3.59,11.96,228.35
85775,30.73,25.0,3.59,11.96,228.27
85776,30.73,25.0,3.6,11.96,228.2
85777,30.73,25.0,3.6,11.95,228.13
85778,30.73,25.0,3.61,11.95,228.06
85779,30.73,25.0,3.61,11.95,227.98
85780,30.72,25.0,3.62,11.94,227.91
85781,30.72,25.0,3.62,11.94,227.84
85782,30.72,25.01,3.62,11.94,227.77
85783,30.72,25.01,3.63,11.93,227.71
85784,30.72,25.01,3.63,11.93,227.64
85785,30.72,25.01,3.63,11.93,227.58
85786,30.72,25.01,3.63,11.92,227.53
85787,30.71,25.01,3.64,11.92,227.47
85788,30.71,25.01,3.64,11.92,227.41
85789,30.71,25.01,3.64,11.91,227.35
85790,30.71,25.01,3.64,11.91,227.3
85791,30.71,25.01,3.65,11.91,227.24
85792,30.71,25.01,3.65,11.9,227.19
85793,30.71,25.01,3.65,11.9,227.14
85794,30.7,25.02,3.66,11.9,227.08
85795,30.7,25.02,3.66,11.9,227.04
85796,30.7,25.02,3.66,11.89,226.99
85797,30.7,25.02,3.66,11.89,226.95
85798,30.7,25.02,3.67,11.89,226.91
85799,30.7,25.02,3.67,11.88,226.87
85800,30.7,25.02,3.67,11.88,226.84
85801,30.7,25.02,3.67,11.88,226.8
85802,30.7,25.02,3.68,11.88,226.76
85803,30.69,25.02,3.68,11.87,226.72
85804,30.69,25.02,3.68,11.87,226.69
85805,30.69,25.03,3.68,11.87,226.65
85806,30.69,25.03,3.69,11.87,226.62
85807,30.69,25.03,3.69,11.86,226.59
85808,30.69,25.03,3.69,11.86,226.57
85809,30.69,25.03,3.69,11.86,226.54
85810,30.69,25.03,3.69,11.86,226.52
85811,30.69,25.03,3.7,11.85,226.49
85812,30.69,25.03,3.7,11.85,226.47
85813,30.68,25.03,3.7,11.85,226.45
85814,30.68,25.03,3.7,11.85,226.42
85815,30.68,25.04,3.7,11.84,226.4
85816,30.68,25.04,3.7,11.84,226.37
85817,30.68,25.04,3.7,11.84,226.35
85818,30.68,25.04,3.7,11.84,226.32
85819,30.68,25.04,3.7,11.84,226.3
85820,30.68,25.04,3.71,11.83,226.28
85821,30.68,25.04,3.71,11.83,226.26
85822,30.68,25.04,3.71,11.83,226.24
85823,30.68,25.04,3.71,11.83,226.22
85824,30.68,25.04,3.71,11.83,226.2
85825,30.67,25.04,3.71,11.82,226.19
85826,30.67,25.05,3.71,11.82,226.18
85827,30.67,25.05,3.71,11.82,226.16
85828,30.67,25.05,3.71,11.82,226.15
85829,30.67,25.05,3.72,11.82,226.13
85830,30.67,25.05,3.72,11.82,226.12
85831,30.67,25.05,3.72,11.81,226.1
85832,30.67,25.05,3.72,11.81,226.09
85833,30.67,25.05,3.72,11.81,226.08
85834,30.67,25.05,3.72,11.81,226.06
85835,30.67,25.05,3.72,11.81,226.05
85836,30.67,25.05,3.72,11.81,226.05
85837,30.67,25.05,3.72,11.8,226.04
85838,30.67,25.05,3.72,11.8,226.03
85839,30.67,25.06,3.72,11.8,226.03
85840,30.67,25.06,3.72,11.8,226.02
85841,30.67,25.06,3.73,11.8,226.01
85842,30.67,25.06,3.73,11.8,226.01
85843,30.66,25.06,3.73,11.8,226.0
85844,30.66,25.06,3.73,11.8,225.99
85845,30.66,25.06,3.73,11.79,225.99
85846,30.66,25.06,3.73,11.79,225.98
85847,30.66,25.06,3.73,11.79,225.97
85848,30.66,25.06,3.73,11.79,225.97
85849,30.66,25.06,3.73,11.79,225.96
85850,30.66,25.06,3.73,11.79,225.96
85851,30.66,25.06,3.73,11.79,225.95
85852,30.66,25.06,3.73,11.79,225.95
85853,30.66,25.07,3.73,11.79,225.95
85854,30.66,25.07,3.73,11.78,225.94
85855,30.66,25.07,3.73,11.78,225.94
85856,30.66,25.07,3.73,11.78,225.94
85857,30.66,25.07,3.73,11.78,225.93
85858,30.66,25.07,3.73,11.78,225.93
85859,30.66,25.07,3.73,11.78,225.93
85860,30.66,25.07,3.73,11.78,225.93
85861,30.66,25.07,3.73,11.78,225.92
85862,30.66,25.07,3.73,11.78,225.92
85863,30.66,25.07,3.73,11.78,225.92
85864,30.66,25.07,3.73,11.78,225.92
85865,30.66,25.07,3.73,11.77,225.92
85866,30.66,25.07,3.73,11.77,225.92
85867,30.66,25.07,3.73,11.77,225.92
85868,30.66,25.07,3.73,11.77,225.92
85869,30.66,25.07,3.73,11.77,225.92
85870,30.66,25.07,3.73,11.77,225.92
85871,30.66,25.07,3.73,11.77,225.92
85872,30.66,25.07,3.73,11.77,225.92
85873,30.66,25.08,3.73,11.77,225.92
85874,30.66,25.08,3.73,11.77,225.92
85875,30.66,25.08,3.73,11.77,225.92
85876,30.66,25.08,3.73,11.77,225.92
85877,30.66,25.08,3.73,11.77,225.92
85878,30.66,25.08,3.73,11.77,225.92
85879,30.66,25.08,3.73,11.77,225.92
85880,30.66,25.08,3.73,11.77,225.92
85881,30.66,25.08,3.74,11.76,225.92
85882,30.66,25.08,3.74,11.76,225.92
85883,30.65,25.08,3.74,11.76,225.92
85884,30.65,25.08,3.74,11.76,225.92
85885,30.65,25.08,3.74,11.76,225.92
85886,30.65,25.08,3.74,11.76,225.92
85887,30.65,25.08,3.74,11.76,225.92
85888,30.65,25.08,3.74,11.76,225.92
85889,30.65,25.08,3.74,11.76,225.92
85890,30.65,25.08,3.74,11.76,225.92
85891,30.65,25.08,3.74,11.76,225.92
85892,30.65,25.08,3.74,11.76,225.93
85893,30.65,25.08,3.74,11.76,225.93
85894,30.65,25.08,3.74,11.76,225.93
85895,30.65,25.08,3.74,11.76,225.93
85896,30.65,25.08,3.74,11.76,225.93
85897,30.65,25.08,3.74,11.76,225.93
85898,30.65,25.08,3.74,11.76,225.93
85899,30.65,25.08,3.74,11.76,225.93
85900,30.65,25.08,3.74,11.76,225.93
85901,30.65,25.08,3.74,11.76,225.94
85902,30.65,25.08,3.74,11.76,225.94
85903,30.65,25.08,3.74,11.76,225.94
85904,30.65,25.08,3.74,11.76,225.94
85905,30.65,25.08,3.74,11.76,225.94
85906,30.65,25.08,3.74,11.76,225.94
85907,30.65,25.08,3.74,11.75,225.94
85908,30.65,25.08,3.74,11.75,225.95
85909,30.65,25.08,3.74,11.75,225.95
85910,30.65,25.08,3.74,11.75,225.95
85911,30.65,25.08,3.74,11.75,225.95
85912,30.65,25.08,3.74,11.75,225.95
85913,30.65,25.08,3.74,11.75,225.95
85914,30.65,25.08,3.74,11.75,225.95
85915,30.65,25.08,3.74,11.75,225.95
85916,30.65,25.08,3.74,11.75,225.95
85917,30.65,25.08,3.74,11.75,225.95
85918,30.65,25.08,3.74,11.75,225.96
85919,30.65,25.09,3.74,11.75,225.96
85920,30.65,25.09,3.74,11.75,225.96
85921,30.65,25.09,3.74,11.75,225.96
85922,30.65,25.09,3.74,11.75,225.96
85923,30.65,25.09,3.74,11.75,225.96
85924,30.65,25.09,3.74,11.75,225.96
85925,30.65,25.09,3.74,11.75,225.96
85926,30.65,25.09,3.74,11.75,225.96
85927,30.65,25.09,3.74,11.75,225.96
85928,30.65,25.09,3.74,11.75,225.97
85929,30.65,25.09,3.74,11.75,225.97
85930,30.65,25.09,3.74,11.75,225.97
85931,30.65,25.09,3.74,11.75,225.97
85932,30.65,25.09,3.74,11.75,225.97
85933,30.65,25.09,3.74,11.75,225.97
85934,30.65,25.09,3.74,11.75,225.97
85935,30.65,25.09,3.74,11.75,225.97
85936,30.65,25.09,3.74,11.75,225.97
85937,30.65,25.09,3.74,11.75,225.97
85938,30.65,25.09,3.74,11.75,225.97
85939,30.65,25.09,3.74,11.75,225.98
85940,30.65,25.09,3.74,11.75,225.98
85941,30.65,25.09,3.74,11.75,225.98
85942,30.65,25.09,3.74,11.75,225.98
85943,30.65,25.09,3.74,11.75,225.98
85944,30.65,25.09,3.74,11.75,225.98
85945,30.65,25.09,3.74,11.75,225.98
85946,30.65,25.09,3.74,11.75,225.98
85947,30.65,25.09,3.74,11.75,225.98
85948,30.65,25.09,3.74,11.75,225.98
85949,30.65,25.09,3.74,11.75,225.98
85950,30.65,25.09,3.74,11.75,225.98
85951,30.65,25.09,3.74,11.75,225.98
85952,30.65,25.09,3.74,11.75,225.98
85953,30.65,25.09,3.74,11.75,225.98
85954,30.65,25.09,3.74,11.75,225.98
85955,30.65,25.09,3.74,11.75,225.98
85956,30.65,25.09,3.74,11.75,225.98
85957,30.65,25.09,3.74,11.75,225.98
85958,30.65,25.09,3.74,11.75,225.99
85959,30.65,25.09,3.74,11.75,225.99
85960,30.65,25.09,3.74,11.75,225.99
85961,30.65,25.09,3.74,11.75,225.99
85962,30.65,25.09,3.74,11.75,225.99
85963,30.65,25.09,3.74,11.75,225.99
85964,30.65,25.09,3.74,11.75,225.99
85965,30.65,25.09,3.74,11.75,225.99
85966,30.65,25.09,3.74,11.75,225.99
85967,30.65,25.09,3.74,11.75,225.99
85968,30.65,25.09,3.74,11.75,225.99
85969,30.65,25.09,3.74,11.75,225.99
85970,30.65,25.09,3.74,11.75,225.99
85971,30.65,25.09,3.74,11.75,225.99
85972,30.65,25.09,3.74,11.75,225.99
85973,30.65,25.09,3.74,11.75,225.99
85974,30.65,25.09,3.74,11.75,225.99
85975,30.65,25.09,3.74,11.75,225.99
85976,30.65,25.09,3.74,11.75,225.99
85977,30.65,25.09,3.74,11.75,225.99
85978,30.65,25.09,3.74,11.75,225.99
85979,30.65,25.09,3.74,11.75,225.99
85980,30.65,25.09,3.74,11.75,225.99
85981,30.65,25.09,3.74,11.75,225.99
85982,30.65,25.09,3.74,11.75,225.99
85983,30.65,25.09,3.74,11.75,225.99
85984,30.65,25.09,3.74,11.75,225.99
85985,30.65,25.09,3.74,11.75,225.99
85986,30.65,25.09,3.74,11.75,225.99
85987,30.65,25.09,3.74,11.75,225.99
85988,30.65,25.09,3.74,11.75,225.99
85989,30.65,25.09,3.74,11.75,225.99
85990,30.65,25.09,3.74,11.75,225.99
85991,30.65,25.09,3.74,11.75,225.99
85992,30.65,25.09,3.74,11.75,225.99
85993,30.65,25.09,3.74,11.75,225.99
85994,30.65,25.09,3.74,11.75,225.99
85995,30.65,25.09,3.74,11.75,225.99
85996,30.65,25.09,3.74,11.75,225.99
85997,30.65,25.09,3.74,11.75,225.99
85998,30.65,25.09,3.74,11.75,225.99
85999,30.65,25.09,3.74,11.75,225.99
86000,30.65,25.09,3.74,11.75,225.99
86001,30.65,25.09,3.74,11.75,225.99
86002,30.65,25.09,3.74,11.75,225.99
86003,30.65,25.09,3.74,11.75,225.99
86004,30.65,25.09,3.74,11.75,225.99
86005,30.65,25.09,3.74,11.75,225.99
86006,30.65,25.09,3.74,11.75,225.99
86007,30.65,25.09,3.74,11.75,225.99
86008,30.65,25.09,3.74,11.75,225.99
86009,30.65,25.09,3.74,11.75,225.99
86010,30.65,25.09,3.74,11.75,225.99
86011,30.65,25.09,3.74,11.75,225.99
86012,30.65,25.09,3.74,11.75,225.99
86013,30.65,25.09,3.74,11.75,225.99
86014,30.65,25.09,3.74,11.75,225.99
86015,30.65,25.09,3.74,11.75,225.99
86016,30.65,25.09,3.74,11.75,225.99
86017,30.65,25.09,3.74,11.75,225.99
86018,30.65,25.09,3.74,11.75,225.99
86019,30.65,25.09,3.74,11.75,225.99
86020,30.65,25.09,3.74,11.75,225.99
86021,30.65,25.09,3.74,11.75,225.99
86022,30.65,25.09,3.74,11.75,225.99
86023,30.65,25.09,3.74,11.75,225.99
86024,30.65,25.09,3.74,11.75,225.99
86025,30.65,25.09,3.74,11.75,225.99
86026,30.65,25.09,3.74,11.75,225.99
86027,30.65,25.09,3.74,11.75,225.99
86028,30.65,25.09,3.74,11.75,225.99
86029,30.65,25.09,3.74,11.75,225.99
86030,30.65,25.09,3.74,11.75,225.99
86031,30.65,25.09,3.74,11.75,225.99
86032,30.65,25.09,3.74,11.75,225.99
86033,30.65,25.09,3.74,11.75,225.99
86034,30.65,25.09,3.74,11.75,225.99
86035,30.65,25.09,3.74,11.75,225.99
86036,30.65,25.09,3.74,11.75,225.99
86037,30.65,25.09,3.74,11.75,225.99
86038,30.65,25.09,3.74,11.75,225.99
86039,30.65,25.09,3.74,11.75,225.99
86040,30.65,25.09,3.74,11.75,225.99
86041,30.65,25.09,3.74,11.75,225.99
86042,30.65,25.09,3.74,11.75,225.99
86043,30.65,25.09,3.74,11.75,225.99
86044,30.65,25.09,3.74,11.75,225.99
86045,30.65,25.09,3.74,11.75,225.99
86046,30.65,25.09,3.74,11.75,225.99
86047,30.65,25.09,3.74,11.74,225.99
86048,30.65,25.09,3.74,11.74,225.99
86049,30.65,25.09,3.74,11.74,225.99
86050,30.65,25.09,3.74,11.74,225.99
86051,30.65,25.09,3.74,11.74,225.99
86052,30.65,25.09,3.74,11.74,225.99
86053,30.65,25.09,3.74,11.74,225.99
86054,30.65,25.09,3.74,11.74,225.99
86055,30.65,25.09,3.74,11.74,225.99
86056,30.65,25.09,3.74,11.74,225.99
86057,30.65,25.09,3.74,11.74,225.99
86058,30.65,25.09,3.74,11.74,225.99
86059,30.65,25.09,3.74,11.74,225.99
86060,30.65,25.09,3.74,11.74,225.99
86061,30.65,25.09,3.74,11.74,225.99
86062,30.65,25.09,3.74,11.74,225.99
86063,30.65,25.09,3.74,11.74,225.99
86064,30.65,25.09,3.74,11.74,225.99
86065,30.65,25.09,3.74,11.74,225.99
86066,30.65,25.09,3.74,11.74,225.99
86067,30.65,25.09,3.74,11.74,225.99
86068,30.65,25.09,3.74,11.74,225.99
86069,30.65,25.09,3.74,11.74,225.99
86070,30.65,25.09,3.74,11.74,225.99
86071,30.65,25.09,3.74,11.74,225.99
86072,30.65,25.09,3.74,11.74,225.99
86073,30.65,25.09,3.74,11.74,225.99
86074,30.65,25.09,3.74,11.74,225.99
86075,30.65,25.09,3.74,11.74,225.99
86076,30.65,25.09,3.74,11.74,225.99
86077,30.65,25.09,3.74,11.74,225.99
86078,30.65,25.09,3.74,11.74,225.99
86079,30.65,25.09,3.74,11.74,225.99
86080,30.65,25.09,3.74,11.74,225.99
86081,30.65,25.09,3.74,11.74,225.99
86082,30.65,25.09,3.74,11.74,225.99
86083,30.65,25.09,3.74,11.74,225.99
86084,30.65,25.09,3.74,11.74,225.99
86085,30.65,25.09,3.74,11.74,225.99
86086,30.65,25.09,3.74,11.74,225.99
86087,30.65,25.09,3.74,11.74,225.99
86088,30.65,25.09,3.74,11.74,225.99
86089,30.65,25.09,3.74,11.74,225.99
86090,30.65,25.09,3.74,11.74,225.99
86091,30.65,25.09,3.74,11.74,225.99
86092,30.65,25.09,3.74,11.74,225.99
86093,30.65,25.09,3.74,11.74,225.99
86094,30.65,25.09,3.74,11.74,225.99
86095,30.65,25.09,3.74,11.74,225.99
86096,30.65,25.09,3.74,11.74,225.99
86097,30.65,25.09,3.74,11.74,225.99
86098,30.65,25.09,3.74,11.74,225.99
86099,30.65,25.09,3.74,11.74,225.99
86100,30.65,25.09,3.74,11.74,225.99
86101,30.65,25.09,3.74,11.74,225.99
86102,30.65,25.09,3.74,11.74,225.99
86103,30.65,25.09,3.74,11.74,225.99
86104,30.65,25.09,3.74,11.74,225.99
86105,30.65,25.09,3.74,11.74,225.99
86106,30.65,25.09,3.74,11.74,225.99
86107,30.65,25.09,3.74,11.74,225.99
86108,30.65,25.09,3.74,11.74,225.99
86109,30.65,25.09,3.74,11.74,225.99
86110,30.65,25.09,3.74,11.74,225.99
86111,30.65,25.09,3.74,11.74,225.99
86112,30.65,25.09,3.74,11.74,225.99
86113,30.65,25.09,3.74,11.74,225.99
86114,30.65,25.09,3.74,11.74,225.99
86115,30.65,25.09,3.74,11.74,225.99
86116,30.65,25.09,3.74,11.74,225.99
86117,30.65,25.09,3.74,11.74,225.99
86118,30.65,25.09,3.74,11.74,225.99
86119,30.65,25.09,3.74,11.74,225.99
86120,30.65,25.09,3.74,11.74,225.99
86121,30.65,25.09,3.74,11.74,225.99
86122,30.65,25.09,3.74,11.74,225.99
86123,30.65,25.09,3.74,11.74,225.99
86124,30.65,25.09,3.74,11.74,225.99
86125,30.65,25.09,3.74,11.74,225.99
86126,30.65,25.09,3.74,11.74,225.99
86127,30.65,25.09,3.74,11.74,225.99
86128,30.65,25.09,3.74,11.74,225.99
86129,30.65,25.09,3.74,11.74,225.99
86130,30.65,25.09,3.74,11.74,225.99
86131,30.65,25.09,3.74,11.74,225.99
86132,30.65,25.09,3.74,11.74,225.99
86133,30.65,25.09,3.74,11.74,225.99
86134,30.65,25.09,3.74,11.74,225.99
86135,30.65,25.09,3.74,11.74,225.99
86136,30.65,25.09,3.74,11.74,225.99
86137,30.65,25.09,3.74,11.74,225.99
86138,30.65,25.09,3.74,11.74,225.99
86139,30.65,25.09,3.74,11.74,225.99
86140,30.65,25.09,3.74,11.74,225.99
86141,30.65,25.09,3.74,11.74,225.99
86142,30.65,25.09,3.74,11.74,225.99
86143,30.65,25.09,3.74,11.74,225.99
86144,30.65,25.09,3.74,11.74,225.99
86145,30.65,25.09,3.74,11.74,225.99
86146,30.65,25.09,3.74,11.74,225.99
86147,30.65,25.09,3.74,11.74,225.99
86148,30.65,25.09,3.74,11.74,225.99
86149,30.65,25.09,3.74,11.74,225.99
86150,30.65,25.09,3.74,11.74,225.99
86151,30.65,25.09,3.74,11.74,225.99
86152,30.65,25.09,3.74,11.74,225.99
86153,30.65,25.09,3.74,11.74,225.99
86154,30.65,25.09,3.74,11.74,225.99
86155,30.65,25.09,3.74,11.74,225.99
86156,30.65,25.09,3.74,11.74,225.99
86157,30.65,25.09,3.74,11.74,225.99
86158,30.65,25.09,3.74,11.74,225.99
86159,30.65,25.09,3.74,11.74,225.99
86160,30.65,25.09,3.74,11.74,225.99
86161,30.65,25.09,3.74,11.74,225.99
86162,30.65,25.09,3.74,11.74,225.99
86163,30.65,25.09,3.74,11.74,225.99
86164,30.65,25.09,3.74,11.74,225.99
86165,30.65,25.09,3.74,11.74,225.99
86166,30.65,25.09,3.74,11.74,225.99
86167,30.65,25.09,3.74,11.74,225.99
86168,30.65,25.09,3.74,11.74,225.99
86169,30.65,25.09,3.74,11.74,225.99
86170,30.65,25.09,3.74,11.74,225.99
86171,30.65,25.09,3.74,11.74,225.99
